f_index,Faculty,key,Year,published_name,Other Authors,Author Contribution Index
41,Liu Yang,conf/wosp/Zhao0WS0LB20,2020,Yang Liu 0003,"['Yutong Zhao', 'Lu Xiao 0001', 'Xiao Wang', 'Lei Sun', 'Bihuan Chen 0001', 'Andre B. Bondi']",6
41,Liu Yang,conf/fm/ZhaoSZ019,2019,Yang Liu 0003,"['Yongwang Zhao', 'David Sanán', 'Fuyuan Zhang']",4
41,Liu Yang,conf/iceccs/FengCX0M0L19,2019,Yang Liu 0003,"['Ruitao Feng', 'Sen Chen', 'Xiaofei Xie', 'Lei Ma 0003', 'Guozhu Meng', 'Shang-Wei Lin 0001']",6
41,Liu Yang,conf/iceccs/JiangSZK019,2019,Yang Liu 0003,"['Ke Jiang', 'David Sanán', 'Yongwang Zhao', 'Shuanglong Kan']",5
41,Liu Yang,conf/iceccs/Xue00Z0X19,2019,Yang Liu 0003,"['Bai Xue', 'Lei Ma 0003', 'Xiyue Zhang', 'Meng Sun 0002', 'Xiaofei Xie']",2
41,Liu Yang,conf/icfem/00030Z19,2019,Yang Liu 0003,"['Lei Ma 0003', 'Jianjun Zhao']",1
41,Liu Yang,conf/icfem/Feng0L19,2019,Yang Liu 0003,"['Ruitao Feng', 'Shangwei Lin 0001']",2
41,Liu Yang,conf/icse/WangLLML19,2019,Yang Liu 0003,"['Haijun Wang', 'Yi Li 0008', 'Shang-Wei Lin 0001', 'Lei Ma 0003']",5
41,Liu Yang,conf/icse/Du0LGZLJ19,2019,Yang Liu 0003,"['Xiaoning Du', 'Bihuan Chen 0001', 'Yuekang Li', 'Jianmin Guo', 'Yaqin Zhou', 'Yu Jiang 0001']",6
41,Liu Yang,conf/icse/ZhaoYSLZZH19,2019,Yang Liu 0003,"['Yu Zhao 0010', 'Tingting Yu', 'Ting Su', 'Wei Zheng 0006', 'Jingzhi Zhang', 'William G. J. Halfond']",4
41,Liu Yang,conf/icse/TangCFX0TD19,2019,Yang Liu 0003,"['Chongbin Tang', 'Sen Chen', 'Lingling Fan', 'Lihua Xu', 'Zhushou Tang', 'Liang Dou']",5
41,Liu Yang,conf/icse/Zhao0W0L19,2019,Yang Liu 0003,"['Yutong Zhao', 'Lu Xiao 0001', 'Xiao Wang', 'Bihuan Chen 0001']",5
41,Liu Yang,conf/icse/ChenFCSLLX19,2019,Yang Liu 0003,"['Sen Chen', 'Lingling Fan', 'Chunyang Chen', 'Ting Su', 'Wenhe Li', 'Lihua Xu']",6
41,Liu Yang,conf/icse/Wang0WL19,2019,Yang Liu 0003,"['Junjie Wang 0007', 'Bihuan Chen 0001', 'Lei Wei']",4
41,Liu Yang,conf/icst/FengMXSLL19,2019,Yang Liu 0003,"['Ruitao Feng', 'Guozhu Meng', 'Xiaofei Xie', 'Ting Su', 'Shang-Wei Lin 0001']",5
41,Liu Yang,conf/ijcai/XieMWLLL19,2019,Yang Liu 0003,"['Xiaofei Xie', 'Lei Ma 0003', 'Haijun Wang', 'Yuekang Li', 'Xiaohong Li 0001']",5
41,Liu Yang,conf/issta/XieMJXCLZLYS19,2019,Yang Liu 0003,"['Xiaofei Xie', 'Lei Ma 0003', 'Felix Juefei-Xu', 'Minhui Xue', 'Hongxu Chen', 'Jianjun Zhao', 'Bo Li 0026', 'Jianxiong Yin', 'Simon See']",6
41,Liu Yang,conf/kbse/ZhengFXS0HMLSC19,2019,Yang Liu 0003,"['Yan Zheng', 'Changjie Fan', 'Xiaofei Xie', 'Ting Su', 'Lei Ma 0003', 'Jianye Hao', 'Zhaopeng Meng', 'Ruimin Shen', 'Yingfeng Chen']",8
41,Liu Yang,conf/kbse/GuoCXMHLLZL19,2019,Yang Liu 0003,"['Qianyu Guo', 'Sen Chen', 'Xiaofei Xie', 'Lei Ma 0003', 'Qiang Hu', 'Hongtao Liu', 'Jianjun Zhao', 'Xiaohong Li 0001']",7
41,Liu Yang,conf/kbse/DuX000Z19,2019,Yang Liu 0003,"['Xiaoning Du', 'Xiaofei Xie', 'Yi Li 0008', 'Lei Ma 0003', 'Jianjun Zhao']",5
41,Liu Yang,conf/kbse/Hu0XY0Z19,2019,Yang Liu 0003,"['Qiang Hu', 'Lei Ma 0003', 'Xiaofei Xie', 'Bing Yu', 'Jianjun Zhao']",5
41,Liu Yang,conf/kbse/XieCLM0Z19,2019,Yang Liu 0003,"['Xiaofei Xie', 'Hongxu Chen', 'Yi Li 0008', 'Lei Ma 0003', 'Jianjun Zhao']",5
41,Liu Yang,conf/nips/ZhouLSD019,2019,Yang Liu 0003,"['Yaqin Zhou', 'Shangqing Liu', 'Jing Kai Siow', 'Xiaoning Du']",5
41,Liu Yang,conf/sigsoft/DuXLM0Z19,2019,Yang Liu 0003,"['Xiaoning Du', 'Xiaofei Xie', 'Yi Li 0008', 'Lei Ma 0003', 'Jianjun Zhao']",5
41,Liu Yang,conf/sigsoft/LiXCWZXWL19,2019,Yang Liu 0003,"['Yuekang Li', 'Yinxing Xue', 'Hongxu Chen', 'Xiuheng Wu', 'Cen Zhang', 'Xiaofei Xie', 'Haijun Wang']",8
41,Liu Yang,conf/sigsoft/WangXLLLQLL19,2019,Yang Liu 0003,"['Haijun Wang', 'Xiaofei Xie', 'Shang-Wei Lin 0001', 'Yun Lin 0001', 'Yuekang Li', 'Shengchao Qin', 'Ting Liu 0002']",7
41,Liu Yang,conf/wcre/MaJXLLLZ19,2019,Yang Liu 0003,"['Lei Ma 0003', 'Felix Juefei-Xu', 'Minhui Xue', 'Bo Li 0026', 'Li Li 0029', 'Jianjun Zhao']",6
41,Liu Yang,conf/ccs/ChenXLCXWL18,2018,Yang Liu 0003,"['Hongxu Chen', 'Yinxing Xue', 'Yuekang Li', 'Bihuan Chen 0001', 'Xiaofei Xie', 'Xiuheng Wu']",7
41,Liu Yang,conf/ccs/BreierHJMB018,2018,Yang Liu 0003,"['Jakub Breier', 'Xiaolu Hou', 'Dirmanto Jap', 'Lei Ma 0003', 'Shivam Bhasin']",6
41,Liu Yang,conf/csfw/ChenTXL18,2018,Yang Liu 0003,"['Hongxu Chen', 'Alwen Tiu', 'Zhiwu Xu 0001']",4
41,Liu Yang,conf/fm/ZhangZSLTLS18,2018,Yang Liu 0003,"['Fuyuan Zhang', 'Yongwang Zhao', 'David Sanán', 'Alwen Tiu', 'Shang-Wei Lin 0001', 'Jun Sun 0001']",4
41,Liu Yang,conf/iccd/HeZDL18,2018,Yang Liu 0003,"['Wenjian He', 'Wei Zhang 0012', 'Sanjeev Das']",4
41,Liu Yang,conf/icdm/NarayananSCLW18,2018,Yang Liu 0003,"['Annamalai Narayanan', 'Charlie Soh', 'Lihui Chen', 'Lipo Wang']",4
41,Liu Yang,conf/icse/SituZWLML18,2018,Yang Liu 0003,"['Lingyun Situ', 'Liang Zou', 'Linzhang Wang', 'Bing Mao', 'Xuandong Li']",4
41,Liu Yang,conf/icse/FanSCMLXPS18,2018,Yang Liu 0003,"['Lingling Fan', 'Ting Su', 'Sen Chen', 'Guozhu Meng', 'Lihua Xu', 'Geguang Pu', 'Zhendong Su']",5
41,Liu Yang,conf/icse/ChenSMXL18,2018,Yang Liu 0003,"['Chunyang Chen', 'Ting Su', 'Guozhu Meng', 'Zhenchang Xing']",5
41,Liu Yang,conf/icse/ChenCXWCLX18,2018,Yang Liu 0003,"['Zhifei Chen', 'Bihuan Chen 0001', 'Lu Xiao 0001', 'Xiao Wang', 'Lin Chen 0015', 'Baowen Xu']",6
41,Liu Yang,conf/icsm/PengZLZLWX18,2018,Yang Liu 0003,"['Xin Peng 0001', 'Yifan Zhao', 'Mingwei Liu', 'Fengyi Zhang', 'Xin Wang', 'Zhenchang Xing']",5
41,Liu Yang,conf/internetware/SituWLML18,2018,Yang Liu 0003,"['Lingyun Situ', 'Linzhang Wang', 'Bing Mao', 'Xuandong Li']",3
41,Liu Yang,conf/internetware/WangGSW0LZL18,2018,Yang Liu 0003,"['Yu Wang', 'Fengjuan Gao', 'Lingyun Situ', 'Lingzhang Wang', 'Bihuan Chen 0001', 'Jianhua Zhao', 'Xuandong Li']",6
41,Liu Yang,conf/issre/MaZSXLJXLLZW18,2018,Yang Liu 0003,"['Lei Ma 0003', 'Fuyuan Zhang', 'Jiyuan Sun', 'Minhui Xue', 'Bo Li 0026', 'Felix Juefei-Xu', 'Chao Xie', 'Li Li 0029', 'Jianjun Zhao', 'Yadong Wang']",9
41,Liu Yang,conf/kbse/MaJZSXLCSLLZW18,2018,Yang Liu 0003,"['Lei Ma 0003', 'Felix Juefei-Xu', 'Fuyuan Zhang', 'Jiyuan Sun', 'Minhui Xue', 'Bo Li 0026', 'Chunyang Chen', 'Ting Su', 'Li Li 0029', 'Jianjun Zhao', 'Yadong Wang']",10
41,Liu Yang,conf/kbse/HuangCXLL18,2018,Yang Liu 0003,"['Yi Huang', 'Chunyang Chen', 'Zhenchang Xing', 'Tian Lin']",5
41,Liu Yang,conf/kbse/FanSCMLXP18,2018,Yang Liu 0003,"['Lingling Fan', 'Ting Su', 'Sen Chen', 'Guozhu Meng', 'Lihua Xu', 'Geguang Pu']",5
41,Liu Yang,conf/kbse/HuangCPZWLZ18,2018,Yang Liu 0003,"['Kaifeng Huang', 'Bihuan Chen 0001', 'Xin Peng 0001', 'Daihong Zhou', 'Ying Wang', 'Wenyun Zhao']",6
41,Liu Yang,conf/sigsoft/ChenSFMXLX18,2018,Yang Liu 0003,"['Sen Chen', 'Ting Su', 'Lingling Fan', 'Guozhu Meng', 'Minhui Xue', 'Lihua Xu']",6
41,Liu Yang,conf/sigsoft/ChenLCXL18,2018,Yang Liu 0003,"['Hongxu Chen', 'Yuekang Li', 'Bihuan Chen 0001', 'Yinxing Xue']",5
41,Liu Yang,conf/case/HouH0L17,2017,Yang Liu 0003,"['Junyao Hou', 'Hesuan Hu', 'Yuan Zhou 0005']",4
41,Liu Yang,conf/case/DuHZL17,2017,Yang Liu 0003,"['Nan Du', 'Hesuan Hu', 'Yuan Zhou 0005']",4
41,Liu Yang,conf/case/WangHZL17,2017,Yang Liu 0003,"['Xiaojun Wang', 'Hesuan Hu', 'Yuan Zhou 0005']",4
41,Liu Yang,conf/dac/HeDZL17,2017,Yang Liu 0003,"['Wenjian He', 'Sanjeev Das', 'Wei Zhang 0012']",4
41,Liu Yang,conf/icfem/LiDPSBLD17,2017,Yang Liu 0003,"['Li Li 0044', 'Naipeng Dong', 'Jun Pang 0001', 'Jun Sun 0001', 'Guangdong Bai', 'Jin Song Dong']",6
41,Liu Yang,conf/icra/ChenHL17,2017,Yang Liu 0003,"['Chen Chen 0009', 'Hesuan Hu']",3
41,Liu Yang,conf/icra/YangHL17,2017,Yang Liu 0003,"['Yan Yang', 'Hesuan Hu']",3
41,Liu Yang,conf/icse/LinSXLD17,2017,Yang Liu 0003,"['Yun Lin 0001', 'Jun Sun 0001', 'Yinxing Xue', 'Jin Song Dong']",4
41,Liu Yang,conf/icse/XuCCLS17,2017,Yang Liu 0003,"['Zhengzi Xu', 'Bihuan Chen 0001', 'Mahinthan Chandramohan', 'Fu Song']",4
41,Liu Yang,conf/itp/HouSTL17,2017,Yang Liu 0003,"['Zhe Hou', 'David Sanán', 'Alwen Tiu']",4
41,Liu Yang,conf/kbse/LinMXXSPLZD17,2017,Yang Liu 0003,"['Yun Lin 0001', 'Guozhu Meng', 'Yinxing Xue', 'Zhenchang Xing', 'Jun Sun 0001', 'Xin Peng 0001', 'Wenyun Zhao', 'Jin Song Dong']",7
41,Liu Yang,conf/kbse/LinSXLSH17,2017,Yang Liu 0003,"['Shang-Wei Lin 0001', 'Jun Sun 0001', 'Hao Xiao', 'David Sanán', 'Henri Hansen']",4
41,Liu Yang,conf/sigsoft/XieCZLLL17,2017,Yang Liu 0003,"['Xiaofei Xie', 'Bihuan Chen 0001', 'Liang Zou', 'Shang-Wei Lin 0001', 'Xiaohong Li 0001']",5
41,Liu Yang,conf/sigsoft/SuMCWYYPLS17,2017,Yang Liu 0003,"['Ting Su', 'Guozhu Meng', 'Yuting Chen', 'Ke Wu', 'Weiming Yang', 'Yao Yao', 'Geguang Pu', 'Zhendong Su']",8
41,Liu Yang,conf/sigsoft/LiCCLLT17,2017,Yang Liu 0003,"['Yuekang Li', 'Bihuan Chen 0001', 'Mahinthan Chandramohan', 'Shang-Wei Lin 0001', 'Alwen Tiu']",5
41,Liu Yang,conf/sp/WangCWL17,2017,Yang Liu 0003,"['Junjie Wang 0007', 'Bihuan Chen 0001', 'Lei Wei']",4
41,Liu Yang,conf/tacas/SananZHZTL17,2017,Yang Liu 0003,"['David Sanán', 'Yongwang Zhao', 'Zhe Hou', 'Fuyuan Zhang', 'Alwen Tiu']",6
41,Liu Yang,conf/aaai/WangMZL16,2016,Yang Liu 0003,"['Dongxia Wang', 'Tim Muller', 'Jie Zhang 0002']",4
41,Liu Yang,conf/atal/MullerZL16a,2016,Yang Liu 0003,"['Tim Muller', 'Jie Zhang 0002']",3
41,Liu Yang,conf/atal/MullerZL16,2016,Yang Liu 0003,"['Tim Muller', 'Jie Zhang 0002']",3
41,Liu Yang,conf/case/HuYLD16,2016,Yang Liu 0003,"['Hesuan Hu', 'Yan Yang', 'Nan Du']",3
41,Liu Yang,conf/ccs/MengXCN0ZC16,2016,Yang Liu 0003,"['Guozhu Meng', 'Yinxing Xue', 'Mahinthan Chandramohan', 'Annamalai Narayanan', 'Jie Zhang 0002', 'Tieming Chen']",5
41,Liu Yang,conf/ecai/WuHGZL16,2016,Yang Liu 0003,"['Zhimin Wu', 'Ernst Moritz Hahn', 'Akin Günay', 'Lijun Zhang 0001']",5
41,Liu Yang,conf/eucc/HuYLD16,2016,Yang Liu 0003,"['Hesuan Hu', 'Yan Yang', 'Nan Du']",3
41,Liu Yang,conf/fm/HouSTLH16,2016,Yang Liu 0003,"['Zhe Hou', 'David Sanán', 'Alwen Tiu', 'Koh Chuen Hoa']",4
41,Liu Yang,conf/iceccs/WuXGLQ16,2016,Yang Liu 0003,"['Zhimin Wu', 'Yi Xu', 'Akin Günay', 'Shengchao Qin']",4
41,Liu Yang,conf/icfem/MiaoPYSB0CX16,2016,Yang Liu 0003,"['Weikai Miao', 'Geguang Pu', 'Yinbo Yao', 'Ting Su', 'Danzhu Bao', 'Shuohao Chen', 'Kunpeng Xiong']",6
41,Liu Yang,conf/icfem/ChenTSWL0D16,2016,Yang Liu 0003,"['Manman Chen', 'Tian Huat Tan', 'Jun Sun 0001', 'Jingyi Wang 0004', 'Jing Sun 0002', 'Jin Song Dong']",5
41,Liu Yang,conf/icfem/NguyenTSLLCD16,2016,Yang Liu 0003,"['Truong Khanh Nguyen', 'Tian Huat Tan', 'Jun Sun 0001', 'Jiaying Li 0001', 'Manman Chen', 'Jin Song Dong']",5
41,Liu Yang,conf/icra/DuHL16,2016,Yang Liu 0003,"['Nan Du', 'Hesuan Hu']",3
41,Liu Yang,conf/icse/ChenLL16,2016,Yang Liu 0003,"['Bihuan Chen 0001', 'Wei Le']",2
41,Liu Yang,conf/icse/TanCSLAXD16,2016,Yang Liu 0003,"['Tian Huat Tan', 'Manman Chen', 'Jun Sun 0001', 'Étienne André', 'Yinxing Xue', 'Jin Song Dong']",4
41,Liu Yang,conf/ifiptm/MullerWLZ16,2016,Yang Liu 0003,"['Tim Muller', 'Dongxia Wang', 'Jie Zhang 0002']",3
41,Liu Yang,conf/ifiptm/MullerLZ16,2016,Yang Liu 0003,"['Tim Muller', 'Jie Zhang 0002']",2
41,Liu Yang,conf/ijcnn/Narayanan0CL16,2016,Yang Liu 0003,"['Annamalai Narayanan', 'Lihui Chen', 'Jinliang Liu']",2
41,Liu Yang,conf/ijcnn/NarayananM0LC16,2016,Yang Liu 0003,"['Annamalai Narayanan', 'Guozhu Meng', 'Jinliang Liu', 'Lihui Chen']",3
41,Liu Yang,conf/iscas/DasXLZ16,2016,Yang Liu 0003,"['Sanjeev Das', 'Hao Xiao', 'Wei Zhang 0012']",3
41,Liu Yang,conf/issta/MengXXLZN16,2016,Yang Liu 0003,"['Guozhu Meng', 'Yinxing Xue', 'Zhengzi Xu', 'Jie Zhang 0002', 'Annamalai Narayanan']",4
41,Liu Yang,conf/qrs/DingWHL16,2016,Yang Liu 0003,"['Zuohua Ding', 'Rong Wang', 'Jueliang Hu']",4
41,Liu Yang,conf/sigsoft/XieCLLL16,2016,Yang Liu 0003,"['Xiaofei Xie', 'Bihuan Chen 0001', 'Wei Le', 'Xiaohong Li 0001']",3
41,Liu Yang,conf/sigsoft/ChandramohanXXL16,2016,Yang Liu 0003,"['Mahinthan Chandramohan', 'Yinxing Xue', 'Zhengzi Xu', 'Chia Yuan Cho', 'Hee Beng Kuan Tan']",4
41,Liu Yang,conf/tacas/ZhaoSZL16,2016,Yang Liu 0003,"['Yongwang Zhao', 'David Sanán', 'Fuyuan Zhang']",4
41,Liu Yang,conf/aaai/GunaySLZ15,2015,Yang Liu 0003,"['Akin Günay', 'Songzheng Song', 'Jie Zhang 0002']",3
41,Liu Yang,conf/atal/MullerLZ15,2015,Yang Liu 0003,"['Tim Muller', 'Jie Zhang 0002']",2
41,Liu Yang,conf/atal/WangMIZL15,2015,Yang Liu 0003,"['Dongxia Wang', 'Tim Muller', 'Athirai Aravazhi Irissappane', 'Jie Zhang 0002']",5
41,Liu Yang,conf/case/ChengHL15,2015,Yang Liu 0003,"['Yan Cheng', 'Hesuan Hu']",3
41,Liu Yang,conf/case/YangH015,2015,Yang Liu 0003,"['Yan Yang', 'Hesuan Hu']",3
41,Liu Yang,conf/ccs/WangX0T15,2015,Yang Liu 0003,"['Junjie Wang 0007', 'Yinxing Xue', 'Tian Huat Tan']",3
41,Liu Yang,conf/fm/DuLT15,2015,Yang Liu 0003,"['Xiaoning Du', 'Alwen Tiu']",2
41,Liu Yang,conf/fm/LiSLD15,2015,Yang Liu 0003,"['Li Li 0044', 'Jun Sun 0001', 'Jin Song Dong']",3
41,Liu Yang,conf/iceccs/WuLSSQ15,2015,Yang Liu 0003,"['Zhimin Wu', 'Jun Sun 0001', 'Jianqi Shi', 'Shengchao Qin']",2
41,Liu Yang,conf/icra/HuCLY15,2015,Yang Liu 0003,"['Hesuan Hu', 'Chen Chen 0009', 'Yan Yang']",3
41,Liu Yang,conf/icra/HuYLC15,2015,Yang Liu 0003,"['Hesuan Hu', 'Yan Yang', 'Chen Chen 0009']",3
41,Liu Yang,conf/ictai/HaoXCLS15,2015,Yang Liu 0003,"['Jianye Hao', 'Yinxing Xue', 'Mahinthan Chandramohan', 'Jun Sun 0001']",4
41,Liu Yang,conf/ijcai/WangMZL15,2015,Yang Liu 0003,"['Dongxia Wang', 'Tim Muller', 'Jie Zhang 0002']",4
41,Liu Yang,conf/issre/ZhaoYSL15,2015,Yang Liu 0003,"['Yongwang Zhao', 'Zhibin Yang', 'David Sanán']",4
41,Liu Yang,conf/issta/XueWLXSC15,2015,Yang Liu 0003,"['Yinxing Xue', 'Junjie Wang 0007', 'Hao Xiao', 'Jun Sun 0001', 'Mahinthan Chandramohan']",3
41,Liu Yang,conf/issta/XieLLLC15,2015,Yang Liu 0003,"['Xiaofei Xie', 'Wei Le', 'Xiaohong Li 0001', 'Hongxu Chen']",2
41,Liu Yang,conf/issta/TanXCSLD15,2015,Yang Liu 0003,"['Tian Huat Tan', 'Yinxing Xue', 'Manman Chen', 'Jun Sun 0001', 'Jin Song Dong']",5
41,Liu Yang,conf/issta/GuiSLD15,2015,Yang Liu 0003,"['Lin Gui 0002', 'Jun Sun 0001', 'Jin Song Dong']",3
41,Liu Yang,conf/kbse/LinSNLD15,2015,Yang Liu 0003,"['Shang-Wei Lin 0001', 'Jun Sun 0001', 'Truong Khanh Nguyen', 'Jin Song Dong']",4
41,Liu Yang,conf/models/SongLASDC15,2015,Yang Liu 0003,"['Songzheng Song', 'Mikhail Auguston', 'Jun Sun 0001', 'Jin Song Dong', 'Tieming Chen']",2
41,Liu Yang,conf/sigsoft/SunXLLQ15,2015,Yang Liu 0003,"['Jun Sun 0001', 'Hao Xiao', 'Shang-Wei Lin 0001', 'Shengchao Qin']",3
41,Liu Yang,conf/tase/Dong0LL0S15,2015,Yang Liu 0003,"['Jin Song Dong', 'Jun Sun 0001', 'Yuan-Fang Li', 'Jing Sun 0002', 'Ling Shi']",3
41,Liu Yang,conf/webi/GunayLZD15,2015,Yang Liu 0003,"['Akin Günay', 'Jie Zhang 0002', 'Partha Sarathi Dutta']",2
41,Liu Yang,conf/atal/Song00014,2014,Yang Liu 0003,"['Songzheng Song', 'Jie Zhang 0002', 'Jun Sun 0001']",2
41,Liu Yang,conf/atva/LeNNMPQAPL14,2014,Yang Liu 0003,"['Dinh-Thuan Le', 'Huu-Vu Nguyen', 'Van-Tinh Nguyen', 'Phuong-Nam Mai', 'Bao-Trung Pham-Duy', 'Thanh-Tho Quan', 'Étienne André', 'Laure Petrucci']",9
41,Liu Yang,conf/birthday/ZhaoDL014,2014,Yang Liu 0003,"['Yongxin Zhao', 'Jin Song Dong', 'Jun Sun 0001']",3
41,Liu Yang,conf/case/HuYLC14,2014,Yang Liu 0003,"['Hesuan Hu', 'Yan Yang', 'Chen Chen 0009']",3
41,Liu Yang,conf/case/HuCLY14,2014,Yang Liu 0003,"['Hesuan Hu', 'Chen Chen 0009', 'Yan Yang']",3
41,Liu Yang,conf/cav/HansenLLN014,2014,Yang Liu 0003,"['Henri Hansen', 'Shang-Wei Lin 0001', 'Truong Khanh Nguyen', 'Jun Sun 0001']",3
41,Liu Yang,conf/fm/BaiHWLLM14,2014,Yang Liu 0003,"['Guangdong Bai', 'Jianan Hao', 'Jianliang Wu', 'Zhenkai Liang', 'Andrew P. Martin']",4
41,Liu Yang,conf/fm/LiuXZS14,2014,Yang Liu 0003,"['Yi Xu', 'Shao Jie Zhang', 'Chengzheng Sun']",1
41,Liu Yang,conf/fm/LiuGL14,2014,Yang Liu 0003,"['Yan Liu 0012', 'Lin Gui 0002']",3
41,Liu Yang,conf/iceccs/LiPL0D14,2014,Yang Liu 0003,"['Li Li 0044', 'Jun Pang 0001', 'Jun Sun 0001', 'Jin Song Dong']",3
41,Liu Yang,conf/icfem/Gui0S0D14,2014,Yang Liu 0003,"['Lin Gui 0002', 'Jun Sun 0001', 'Songzheng Song', 'Jin Song Dong']",4
41,Liu Yang,conf/icfem/LiHSLD14,2014,Yang Liu 0003,"['Li Li 0044', 'Hong Hu 0004', 'Jun Sun 0001', 'Jin Song Dong']",4
41,Liu Yang,conf/icfem/LiSLD14,2014,Yang Liu 0003,"['Li Li 0044', 'Jun Sun 0001', 'Jin Song Dong']",3
41,Liu Yang,conf/icfem/WuLL014,2014,Yang Liu 0003,"['Zhimin Wu', 'Yun Liang 0001', 'Jun Sun 0001']",2
41,Liu Yang,conf/icra/HuCSLZ14,2014,Yang Liu 0003,"['Hesuan Hu', 'Chen Chen 0009', 'Rong Su', 'MengChu Zhou']",4
41,Liu Yang,conf/icse/LinXXLPSZ14,2014,Yang Liu 0003,"['Yun Lin 0001', 'Zhenchang Xing', 'Yinxing Xue', 'Xin Peng 0001', 'Jun Sun 0001', 'Wenyun Zhao']",4
41,Liu Yang,conf/icse/ChenT0LD14,2014,Yang Liu 0003,"['Manman Chen', 'Tian Huat Tan', 'Jun Sun 0001', 'Jin Song Dong']",4
41,Liu Yang,conf/icsm/LinXPL0ZD14,2014,Yang Liu 0003,"['Yun Lin 0001', 'Zhenchang Xing', 'Xin Peng 0001', 'Jun Sun 0001', 'Wenyun Zhao', 'Jin Song Dong']",4
41,Liu Yang,conf/ictac/Dong0LL14,2014,Yang Liu 0003,"['Jin Song Dong', 'Jun Sun 0001', 'Yuan-Fang Li']",3
41,Liu Yang,conf/ifiptm/MullerLMZ14,2014,Yang Liu 0003,"['Tim Muller', 'Sjouke Mauw', 'Jie Zhang 0002']",2
41,Liu Yang,conf/isvlsi/DasZL14,2014,Yang Liu 0003,"['Sanjeev Das', 'Wei Zhang 0012']",3
41,Liu Yang,conf/kbse/LiuSLZWDW14,2014,Yang Liu 0003,"['Shuang Liu', 'Jun Sun 0001', 'Yue Zhang', 'Bimlesh Wadhwa', 'Jin Song Dong', 'Xinyu Wang 0001']",3
41,Liu Yang,conf/sigsoft/Gui00ND14,2014,Yang Liu 0003,"['Lin Gui 0002', 'Jun Sun 0001', 'Truong Khanh Nguyen', 'Jin Song Dong']",3
41,Liu Yang,conf/sofl/XieLLLFF14,2014,Yang Liu 0003,"['Xiaofei Xie', 'Xiaohong Li 0001', 'Li Li 0044', 'Ruitao Feng', 'Zhiyong Feng 0002']",3
41,Liu Yang,conf/tacas/Wang0LWL14,2014,Yang Liu 0003,"['Ting Wang 0004', 'Jun Sun 0001', 'Xinyu Wang 0001', 'Shanping Li']",3
41,Liu Yang,conf/trustcom/WangMLZ14,2014,Yang Liu 0003,"['Dongxia Wang', 'Tim Muller', 'Jie Zhang 0002']",3
41,Liu Yang,conf/www/TanCA0LD14,2014,Yang Liu 0003,"['Tian Huat Tan', 'Manman Chen', 'Étienne André', 'Jun Sun 0001', 'Jin Song Dong']",5
41,Liu Yang,conf/apsec/HaQL013,2013,Yang Liu 0003,"['Xuan-Linh Ha', 'Thanh Tho Quan', 'Jun Sun 0001']",3
41,Liu Yang,conf/atva/JiLL0DN13,2013,Yang Liu 0003,"['Kun Ji', 'Shang-Wei Lin 0001', 'Jun Sun 0001', 'Jin Song Dong', 'Truong Khanh Nguyen']",2
41,Liu Yang,conf/case/HuZL13,2013,Yang Liu 0003,"['Hesuan Hu', 'MengChu Zhou']",3
41,Liu Yang,conf/case/HuZL13a,2013,Yang Liu 0003,"['Hesuan Hu', 'MengChu Zhou']",3
41,Liu Yang,conf/cav/AndreLSDL13,2013,Yang Liu 0003,"['Étienne André', 'Jun Sun 0001', 'Jin Song Dong', 'Shang-Wei Lin 0001']",2
41,Liu Yang,conf/ftscs/OstroffWHL013,2013,Yang Liu 0003,"['Jonathan S. Ostroff', 'Chen-Wei Wang', 'Simon Hudon', 'Jun Sun 0001']",4
41,Liu Yang,conf/icfem/Si0LW13,2013,Yang Liu 0003,"['Yuanjie Si', 'Jun Sun 0001', 'Ting Wang 0004']",3
41,Liu Yang,conf/icfem/ShiZL0DQ13,2013,Yang Liu 0003,"['Ling Shi', 'Yongxin Zhao', 'Jun Sun 0001', 'Jin Song Dong', 'Shengchao Qin']",3
41,Liu Yang,conf/icfem/ChenT0LPL13,2013,Yang Liu 0003,"['Manman Chen', 'Tian Huat Tan', 'Jun Sun 0001', 'Jun Pang 0001', 'Xiaohong Li 0001']",4
41,Liu Yang,conf/icfem/HaoLCB013,2013,Yang Liu 0003,"['Jianan Hao', 'Wentong Cai 0001', 'Guangdong Bai', 'Jun Sun 0001']",2
41,Liu Yang,conf/icse/TanA00DC13,2013,Yang Liu 0003,"['Tian Huat Tan', 'Étienne André', 'Jun Sun 0001', 'Jin Song Dong', 'Manman Chen']",4
41,Liu Yang,conf/icse/DongSL04,2013,Yang Liu 0003,"['Jin Song Dong', 'Jun Sun 0001']",3
41,Liu Yang,conf/icst/PangLM13,2013,Yang Liu 0003,"['Jun Pang 0001', 'Sjouke Mauw']",2
41,Liu Yang,conf/ifm/Song00LD13,2013,Yang Liu 0003,"['Songzheng Song', 'Lin Gui 0002', 'Jun Sun 0001', 'Jin Song Dong']",4
41,Liu Yang,conf/ifm/LiuLACSWD13,2013,Yang Liu 0003,"['Shuang Liu', 'Étienne André', 'Christine Choppy', 'Jun Sun 0001', 'Bimlesh Wadhwa', 'Jin Song Dong']",2
41,Liu Yang,conf/issta/GuiSLSDW13,2013,Yang Liu 0003,"['Lin Gui 0002', 'Jun Sun 0001', 'Yuanjie Si', 'Jin Song Dong', 'Xinyu Wang 0001']",3
